REGIONE,COMUNE,PROVINCIA,CODICEISTITUTORIFERIMENTO,DENOMINAZIONEISTITUTORIFERIMENTO,CODICESCUOLA,DENOMINAZIONESCUOLA,INDIRIZZOSCUOLA,CAPSCUOLA,DESCRIZIONETIPOLOGIAGRADOISTRUZIONESCUOLA
LAZIO,NEROLA,ROMA,RMIC8AW00A,MONTELIBRETTI PIAZZA DELLA REPU,RMMM8AW03L,NEROLA,VIA DEI LAVATOI,00017,SCUOLA PRIMO GRADO
LAZIO,FERENTINO,FROSINONE,FRIC84000G,I.C. 2^ FERENTINO,FRIC84000G,I.C. 2^ FERENTINO,VIA ALFONSO BARTOLI 53,03013,ISTITUTO COMPRENSIVO
LAZIO,MONTALTO DI CASTRO,VITERBO,VTIS01200C,"""A. FARNESE"" - CAPRAROLA",VTRH01202N,"""A. FARNESE"" - MONTALTO DI CASTRO",VIA CERE 2,01014,IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE
LAZIO,ROMA,ROMA,RMIC83100G,IC VIA DELLE ALZAVOLE,RMAA83101C,LUIGI VOLPICELLI,VIA DELLE ALZAVOLE21,00169,SCUOLA INFANZIA
LAZIO,CASTELLIRI,FROSINONE,FRIC83200L,I.C. ISOLA DEL LIRI,FRAA83201D,CASTELLIRI CAPOLUOGO INFANZIA,VIA PIEMONTE,03030,SCUOLA INFANZIA
LAZIO,RONCIGLIONE,VITERBO,VTIC81000L,I.C. VIRGILI RONCIGLIONE,VTMM81001N,SCUOLA SEC. I RONCIGLIONE,VIA DELLE VIGNE N.77,01037,SCUOLA PRIMO GRADO
LAZIO,ROMA,ROMA,RMTF090003,G. GALILEI,RMTF09050C,"PERCORSO II LIVELLO ""G. GALILEI""",VIA CONTE VERDE51,00185,ISTITUTO TECNICO INDUSTRIALE
LAZIO,CERVETERI,ROMA,RMIC8DD00N,IC CENA,RMMM8DD01P,SMS SETTEVENE PALO,VIA SETTEVENE PALO 338,00052,SCUOLA PRIMO GRADO
LAZIO,CIVITA CASTELLANA,VITERBO,VTIC81600G,IST.COMPR. XXV APRILE,VTIC81600G,IST.COMPR. XXV APRILE,VIALE A. GRAMSCI 2.4.6,01033,ISTITUTO COMPRENSIVO
LAZIO,FONTE NUOVA,ROMA,RMIC875009,"""LUIGI PIRANDELLO""",RMEE87502C,SCUOLA ELEMENTARE GIANNI RODARI,VIA APPENNINI 51,00013,SCUOLA PRIMARIA
LAZIO,ROMA,ROMA,RMIC8GE009,IC VIA CENEDA,RMAA8GE027,LORENZO CUNEO,VIA CERVETERI 59,00183,SCUOLA INFANZIA
LAZIO,SORA,FROSINONE,FRIC851002,I.C. 3^ SORA,FRMM851013,"S.M.S. ""FACCHINI"" 3' IC SORA",VIA PIEMONTE,03039,SCUOLA PRIMO GRADO
LAZIO,ROMA,ROMA,RMMM67300X,CPIA 4,RMCT70000R,C.T.P. 01,VIA DELL'ESQUILINO 31,00185,CENTRO TERRITORIALE
LAZIO,CASSINO,FROSINONE,FRMM466008,8^ CPIA PROVINCIA FROSINONE,FRCT70200N,CENTRO TERRITORIALE E.D.A. CASSINO,VIA BELLINI CASSINO,03043,CENTRO TERRITORIALE
LAZIO,ROMA,ROMA,RMIC8FX00A,PINO PUGLISI,RMEE8FX01C,EMANUELA LOI,VIA DELLA PISANA 357,00163,SCUOLA PRIMARIA
LAZIO,ALATRI,FROSINONE,FRIC83700Q,ISTITUTO COMPRENSIVO 1 ALATRI,FREE83702V,PRIMARIA G.B.LISI,VIA LARGO GRAZIOSI 8,03011,SCUOLA PRIMARIA
LAZIO,MONTELEONE SABINO,RIETI,RIIC81700P,"""PROF. FERRUCCIO ULIVI""",RIAA817168,"""SCUOLA MATERNA XXIV APRILE""",VIA TREBULA MUTUESCA N.135,02033,SCUOLA INFANZIA
LAZIO,ROMA,ROMA,RMIC86400V,I. C. LUCIO FONTANA,RMIC86400V,I. C. LUCIO FONTANA,LARGO CASTELSEPRIO 9 ROMA,00188,ISTITUTO COMPRENSIVO
LAZIO,ROMA,ROMA,RMMM67000C,CPIA 1,RMCT703008,C.T.P. 04,VIA C.A. CORTINA 70,00159,CENTRO TERRITORIALE
LAZIO,ARPINO,FROSINONE,FRIC82900R,I. C. ARPINO,FRAA82903Q,ARPINO S.SOSIO INF.,LOC. SAN SOSIO,03033,SCUOLA INFANZIA
LAZIO,MONTEFIASCONE,VITERBO,VTIC82800T,I.C. MONTEFIASCONE,VTAA82802Q,PLESSO DI VIA CASSIA,VIA CASSIA NUOVA 1,01027,SCUOLA INFANZIA
LAZIO,ROCCA DI PAPA,ROMA,RMIC8AQ00N,LEONIDA MONTANARI,RMAA8AQ01E,CENTRO URBANO,VIA S. FRANCESCO D'ASSISI,00040,SCUOLA INFANZIA
LAZIO,MARINO,ROMA,RMIC8A100A,IC MARINO CENTRO,RMIC8A100A,IC MARINO CENTRO,VIA OLO GALBANI S.N.C.,00047,ISTITUTO COMPRENSIVO
